Start,Meter, kwh
"3/3/2024 12:00:00 PM","Meter #80354166","0.00"
"3/3/2024 12:00:00 PM","Meter #80354166g","-2.74"
"3/3/2024 1:00:00 PM","Meter #80354166","0.77"
"3/3/2024 1:00:00 PM","Meter #80354166g","-0.77"
"3/3/2024 2:00:00 PM","Meter #80354166","1.08"
"3/3/2024 2:00:00 PM","Meter #80354166g","-0.19"
"3/3/2024 3:00:00 PM","Meter #80354166","3.80"
"3/3/2024 3:00:00 PM","Meter #80354166g","0.00"
"3/3/2024 4:00:00 PM","Meter #80354166","5.05"
"3/3/2024 4:00:00 PM","Meter #80354166g","0.00"
"3/3/2024 5:00:00 PM","Meter #80354166","3.14"
"3/3/2024 5:00:00 PM","Meter #80354166g","0.00"
"3/3/2024 6:00:00 PM","Meter #80354166","2.08"
"3/3/2024 6:00:00 PM","Meter #80354166g","0.00"
"3/3/2024 7:00:00 PM","Meter #80354166","5.25"
"3/3/2024 7:00:00 PM","Meter #80354166g","0.00"
"3/3/2024 8:00:00 PM","Meter #80354166","3.70"
"3/3/2024 8:00:00 PM","Meter #80354166g","0.00"
"3/3/2024 9:00:00 PM","Meter #80354166","4.94"
"3/3/2024 9:00:00 PM","Meter #80354166g","0.00"
"3/3/2024 10:00:00 PM","Meter #80354166","1.49"
"3/3/2024 10:00:00 PM","Meter #80354166g","0.00"
"3/3/2024 11:00:00 PM","Meter #80354166","2.78"
"3/3/2024 11:00:00 PM","Meter #80354166g","0.00"
"3/4/2024 12:00:00 AM","Meter #80354166","2.14"
"3/4/2024 12:00:00 AM","Meter #80354166g","0.00"
"3/4/2024 1:00:00 AM","Meter #80354166","2.89"
"3/4/2024 1:00:00 AM","Meter #80354166g","0.00"
"3/4/2024 2:00:00 AM","Meter #80354166","1.36"
"3/4/2024 2:00:00 AM","Meter #80354166g","0.00"
"3/4/2024 3:00:00 AM","Meter #80354166","0.50"
"3/4/2024 3:00:00 AM","Meter #80354166g","0.00"
"3/4/2024 4:00:00 AM","Meter #80354166","0.37"
"3/4/2024 4:00:00 AM","Meter #80354166g","0.00"
"3/4/2024 5:00:00 AM","Meter #80354166","0.30"
"3/4/2024 5:00:00 AM","Meter #80354166g","0.00"
"3/4/2024 6:00:00 AM","Meter #80354166","0.34"
"3/4/2024 6:00:00 AM","Meter #80354166g","0.00"
"3/4/2024 7:00:00 AM","Meter #80354166","0.20"
"3/4/2024 7:00:00 AM","Meter #80354166g","-0.00"
"3/4/2024 8:00:00 AM","Meter #80354166","0.54"
"3/4/2024 8:00:00 AM","Meter #80354166g","-0.03"
"3/4/2024 9:00:00 AM","Meter #80354166","0.03"
"3/4/2024 9:00:00 AM","Meter #80354166g","-0.35"
"3/4/2024 10:00:00 AM","Meter #80354166","0.00"
"3/4/2024 10:00:00 AM","Meter #80354166g","-0.71"
"3/4/2024 11:00:00 AM","Meter #80354166","0.02"
"3/4/2024 11:00:00 AM","Meter #80354166g","-1.19"
"3/4/2024 12:00:00 PM","Meter #80354166","0.53"
"3/4/2024 12:00:00 PM","Meter #80354166g","-0.71"
"3/4/2024 1:00:00 PM","Meter #80354166","1.70"
"3/4/2024 1:00:00 PM","Meter #80354166g","-0.03"
"3/4/2024 2:00:00 PM","Meter #80354166","0.30"
"3/4/2024 2:00:00 PM","Meter #80354166g","-0.18"
"3/4/2024 3:00:00 PM","Meter #80354166","0.14"
"3/4/2024 3:00:00 PM","Meter #80354166g","-0.02"
"3/4/2024 4:00:00 PM","Meter #80354166","0.45"
"3/4/2024 4:00:00 PM","Meter #80354166g","0.00"
"3/4/2024 5:00:00 PM","Meter #80354166","0.44"
"3/4/2024 5:00:00 PM","Meter #80354166g","0.00"
"3/4/2024 6:00:00 PM","Meter #80354166","0.96"
"3/4/2024 6:00:00 PM","Meter #80354166g","0.00"
"3/4/2024 7:00:00 PM","Meter #80354166","1.83"
"3/4/2024 7:00:00 PM","Meter #80354166g","0.00"
"3/4/2024 8:00:00 PM","Meter #80354166","1.78"
"3/4/2024 8:00:00 PM","Meter #80354166g","0.00"
"3/4/2024 9:00:00 PM","Meter #80354166","1.18"
"3/4/2024 9:00:00 PM","Meter #80354166g","0.00"
"3/4/2024 10:00:00 PM","Meter #80354166","3.78"
"3/4/2024 10:00:00 PM","Meter #80354166g","0.00"
"3/4/2024 11:00:00 PM","Meter #80354166","2.07"
"3/4/2024 11:00:00 PM","Meter #80354166g","0.00"
"3/5/2024 12:00:00 AM","Meter #80354166","1.03"
"3/5/2024 12:00:00 AM","Meter #80354166g","0.00"
"3/5/2024 1:00:00 AM","Meter #80354166","2.06"
"3/5/2024 1:00:00 AM","Meter #80354166g","0.00"
"3/5/2024 2:00:00 AM","Meter #80354166","0.42"
"3/5/2024 2:00:00 AM","Meter #80354166g","0.00"
"3/5/2024 3:00:00 AM","Meter #80354166","0.81"
"3/5/2024 3:00:00 AM","Meter #80354166g","0.00"
"3/5/2024 4:00:00 AM","Meter #80354166","0.43"
"3/5/2024 4:00:00 AM","Meter #80354166g","0.00"
"3/5/2024 5:00:00 AM","Meter #80354166","0.70"
"3/5/2024 5:00:00 AM","Meter #80354166g","0.00"
"3/5/2024 6:00:00 AM","Meter #80354166","1.11"
"3/5/2024 6:00:00 AM","Meter #80354166g","0.00"
"3/5/2024 7:00:00 AM","Meter #80354166","1.32"
"3/5/2024 7:00:00 AM","Meter #80354166g","0.00"
"3/5/2024 8:00:00 AM","Meter #80354166","2.02"
"3/5/2024 8:00:00 AM","Meter #80354166g","0.00"
"3/5/2024 9:00:00 AM","Meter #80354166","0.52"
"3/5/2024 9:00:00 AM","Meter #80354166g","-0.01"
"3/5/2024 10:00:00 AM","Meter #80354166","0.71"
"3/5/2024 10:00:00 AM","Meter #80354166g","-0.26"
"3/5/2024 11:00:00 AM","Meter #80354166","0.33"
"3/5/2024 11:00:00 AM","Meter #80354166g","-0.11"
"3/5/2024 12:00:00 PM","Meter #80354166","2.75"
"3/5/2024 12:00:00 PM","Meter #80354166g","0.00"
"3/5/2024 1:00:00 PM","Meter #80354166","3.38"
"3/5/2024 1:00:00 PM","Meter #80354166g","0.00"
"3/5/2024 2:00:00 PM","Meter #80354166","1.91"
"3/5/2024 2:00:00 PM","Meter #80354166g","-0.04"
"3/5/2024 3:00:00 PM","Meter #80354166","0.69"
"3/5/2024 3:00:00 PM","Meter #80354166g","-0.06"
"3/5/2024 4:00:00 PM","Meter #80354166","1.35"
"3/5/2024 4:00:00 PM","Meter #80354166g","0.00"
"3/5/2024 5:00:00 PM","Meter #80354166","1.45"
"3/5/2024 5:00:00 PM","Meter #80354166g","0.00"
"3/5/2024 6:00:00 PM","Meter #80354166","1.77"
"3/5/2024 6:00:00 PM","Meter #80354166g","0.00"
"3/5/2024 7:00:00 PM","Meter #80354166","2.03"
"3/5/2024 7:00:00 PM","Meter #80354166g","0.00"
"3/5/2024 8:00:00 PM","Meter #80354166","2.71"
"3/5/2024 8:00:00 PM","Meter #80354166g","0.00"
"3/5/2024 9:00:00 PM","Meter #80354166","1.50"
"3/5/2024 9:00:00 PM","Meter #80354166g","0.00"
"3/5/2024 10:00:00 PM","Meter #80354166","2.32"
"3/5/2024 10:00:00 PM","Meter #80354166g","0.00"
"3/5/2024 11:00:00 PM","Meter #80354166","2.43"
"3/5/2024 11:00:00 PM","Meter #80354166g","0.00"
"3/6/2024 12:00:00 AM","Meter #80354166","2.58"
"3/6/2024 12:00:00 AM","Meter #80354166g","0.00"
"3/6/2024 1:00:00 AM","Meter #80354166","2.03"
"3/6/2024 1:00:00 AM","Meter #80354166g","0.00"
"3/6/2024 2:00:00 AM","Meter #80354166","0.62"
"3/6/2024 2:00:00 AM","Meter #80354166g","0.00"
"3/6/2024 3:00:00 AM","Meter #80354166","0.63"
"3/6/2024 3:00:00 AM","Meter #80354166g","0.00"
"3/6/2024 4:00:00 AM","Meter #80354166","0.51"
"3/6/2024 4:00:00 AM","Meter #80354166g","0.00"
"3/6/2024 5:00:00 AM","Meter #80354166","0.49"
"3/6/2024 5:00:00 AM","Meter #80354166g","0.00"
"3/6/2024 6:00:00 AM","Meter #80354166","0.40"
"3/6/2024 6:00:00 AM","Meter #80354166g","0.00"
"3/6/2024 7:00:00 AM","Meter #80354166","0.34"
"3/6/2024 7:00:00 AM","Meter #80354166g","-0.01"
"3/6/2024 8:00:00 AM","Meter #80354166","0.15"
"3/6/2024 8:00:00 AM","Meter #80354166g","-0.03"
"3/6/2024 9:00:00 AM","Meter #80354166","0.01"
"3/6/2024 9:00:00 AM","Meter #80354166g","-0.23"
"3/6/2024 10:00:00 AM","Meter #80354166","0.44"
"3/6/2024 10:00:00 AM","Meter #80354166g","-0.18"
"3/6/2024 11:00:00 AM","Meter #80354166","0.22"
"3/6/2024 11:00:00 AM","Meter #80354166g","-0.04"
"3/6/2024 12:00:00 PM","Meter #80354166","1.27"
"3/6/2024 12:00:00 PM","Meter #80354166g","-0.03"
"3/6/2024 1:00:00 PM","Meter #80354166","2.53"
"3/6/2024 1:00:00 PM","Meter #80354166g","-0.01"
"3/6/2024 2:00:00 PM","Meter #80354166","1.97"
"3/6/2024 2:00:00 PM","Meter #80354166g","0.00"
"3/6/2024 3:00:00 PM","Meter #80354166","4.32"
"3/6/2024 3:00:00 PM","Meter #80354166g","0.00"
"3/6/2024 4:00:00 PM","Meter #80354166","0.85"
"3/6/2024 4:00:00 PM","Meter #80354166g","0.00"
"3/6/2024 5:00:00 PM","Meter #80354166","0.53"
"3/6/2024 5:00:00 PM","Meter #80354166g","0.00"
"3/6/2024 6:00:00 PM","Meter #80354166","0.47"
"3/6/2024 6:00:00 PM","Meter #80354166g","0.00"
"3/6/2024 7:00:00 PM","Meter #80354166","0.87"
"3/6/2024 7:00:00 PM","Meter #80354166g","0.00"
"3/6/2024 8:00:00 PM","Meter #80354166","2.46"
"3/6/2024 8:00:00 PM","Meter #80354166g","0.00"
"3/6/2024 9:00:00 PM","Meter #80354166","4.06"
"3/6/2024 9:00:00 PM","Meter #80354166g","0.00"
"3/6/2024 10:00:00 PM","Meter #80354166","4.98"
"3/6/2024 10:00:00 PM","Meter #80354166g","0.00"
"3/6/2024 11:00:00 PM","Meter #80354166","3.65"
"3/6/2024 11:00:00 PM","Meter #80354166g","0.00"
"3/7/2024 12:00:00 AM","Meter #80354166","1.50"
"3/7/2024 12:00:00 AM","Meter #80354166g","0.00"
"3/7/2024 1:00:00 AM","Meter #80354166","1.26"
"3/7/2024 1:00:00 AM","Meter #80354166g","0.00"
"3/7/2024 2:00:00 AM","Meter #80354166","1.17"
"3/7/2024 2:00:00 AM","Meter #80354166g","0.00"
"3/7/2024 3:00:00 AM","Meter #80354166","0.46"
"3/7/2024 3:00:00 AM","Meter #80354166g","0.00"
"3/7/2024 4:00:00 AM","Meter #80354166","0.28"
"3/7/2024 4:00:00 AM","Meter #80354166g","0.00"
"3/7/2024 5:00:00 AM","Meter #80354166","0.29"
"3/7/2024 5:00:00 AM","Meter #80354166g","0.00"
"3/7/2024 6:00:00 AM","Meter #80354166","0.29"
"3/7/2024 6:00:00 AM","Meter #80354166g","0.00"
"3/7/2024 7:00:00 AM","Meter #80354166","0.29"
"3/7/2024 7:00:00 AM","Meter #80354166g","0.00"
"3/7/2024 8:00:00 AM","Meter #80354166","0.17"
"3/7/2024 8:00:00 AM","Meter #80354166g","-0.01"
"3/7/2024 9:00:00 AM","Meter #80354166","0.03"
"3/7/2024 9:00:00 AM","Meter #80354166g","-0.39"
"3/7/2024 10:00:00 AM","Meter #80354166","0.00"
"3/7/2024 10:00:00 AM","Meter #80354166g","-1.21"
"3/7/2024 11:00:00 AM","Meter #80354166","0.00"
"3/7/2024 11:00:00 AM","Meter #80354166g","-1.43"
"3/7/2024 12:00:00 PM","Meter #80354166","0.00"
"3/7/2024 12:00:00 PM","Meter #80354166g","-0.47"
"3/7/2024 1:00:00 PM","Meter #80354166","0.01"
"3/7/2024 1:00:00 PM","Meter #80354166g","-0.34"
"3/7/2024 2:00:00 PM","Meter #80354166","0.26"
"3/7/2024 2:00:00 PM","Meter #80354166g","-0.23"
"3/7/2024 3:00:00 PM","Meter #80354166","1.75"
"3/7/2024 3:00:00 PM","Meter #80354166g","-0.10"
"3/7/2024 4:00:00 PM","Meter #80354166","2.69"
"3/7/2024 4:00:00 PM","Meter #80354166g","0.00"
"3/7/2024 5:00:00 PM","Meter #80354166","2.11"
"3/7/2024 5:00:00 PM","Meter #80354166g","0.00"
"3/7/2024 6:00:00 PM","Meter #80354166","2.82"
"3/7/2024 6:00:00 PM","Meter #80354166g","0.00"
"3/7/2024 7:00:00 PM","Meter #80354166","2.70"
"3/7/2024 7:00:00 PM","Meter #80354166g","0.00"
"3/7/2024 8:00:00 PM","Meter #80354166","3.31"
"3/7/2024 8:00:00 PM","Meter #80354166g","0.00"
"3/7/2024 9:00:00 PM","Meter #80354166","3.91"
"3/7/2024 9:00:00 PM","Meter #80354166g","0.00"
"3/7/2024 10:00:00 PM","Meter #80354166","5.92"
"3/7/2024 10:00:00 PM","Meter #80354166g","0.00"
"3/7/2024 11:00:00 PM","Meter #80354166","2.41"
"3/7/2024 11:00:00 PM","Meter #80354166g","0.00"
"3/8/2024 12:00:00 AM","Meter #80354166","2.19"
"3/8/2024 12:00:00 AM","Meter #80354166g","0.00"
"3/8/2024 1:00:00 AM","Meter #80354166","1.55"
"3/8/2024 1:00:00 AM","Meter #80354166g","0.00"
"3/8/2024 2:00:00 AM","Meter #80354166","1.98"
"3/8/2024 2:00:00 AM","Meter #80354166g","0.00"
"3/8/2024 3:00:00 AM","Meter #80354166","0.46"
"3/8/2024 3:00:00 AM","Meter #80354166g","0.00"
"3/8/2024 4:00:00 AM","Meter #80354166","0.34"
"3/8/2024 4:00:00 AM","Meter #80354166g","0.00"
"3/8/2024 5:00:00 AM","Meter #80354166","0.26"
"3/8/2024 5:00:00 AM","Meter #80354166g","0.00"
"3/8/2024 6:00:00 AM","Meter #80354166","0.36"
"3/8/2024 6:00:00 AM","Meter #80354166g","0.00"
"3/8/2024 7:00:00 AM","Meter #80354166","0.15"
"3/8/2024 7:00:00 AM","Meter #80354166g","-0.01"
"3/8/2024 8:00:00 AM","Meter #80354166","0.10"
"3/8/2024 8:00:00 AM","Meter #80354166g","-0.05"
"3/8/2024 9:00:00 AM","Meter #80354166","0.00"
"3/8/2024 9:00:00 AM","Meter #80354166g","-1.32"
"3/8/2024 10:00:00 AM","Meter #80354166","0.00"
"3/8/2024 10:00:00 AM","Meter #80354166g","-3.27"
"3/8/2024 11:00:00 AM","Meter #80354166","0.05"
"3/8/2024 11:00:00 AM","Meter #80354166g","-2.13"
"3/8/2024 12:00:00 PM","Meter #80354166","0.00"
"3/8/2024 12:00:00 PM","Meter #80354166g","-2.86"
"3/8/2024 1:00:00 PM","Meter #80354166","0.00"
"3/8/2024 1:00:00 PM","Meter #80354166g","-1.75"
"3/8/2024 2:00:00 PM","Meter #80354166","0.00"
"3/8/2024 2:00:00 PM","Meter #80354166g","-0.75"
"3/8/2024 3:00:00 PM","Meter #80354166","0.48"
"3/8/2024 3:00:00 PM","Meter #80354166g","-0.16"
"3/8/2024 4:00:00 PM","Meter #80354166","0.61"
"3/8/2024 4:00:00 PM","Meter #80354166g","0.00"
"3/8/2024 5:00:00 PM","Meter #80354166","2.08"
"3/8/2024 5:00:00 PM","Meter #80354166g","0.00"
"3/8/2024 6:00:00 PM","Meter #80354166","5.61"
"3/8/2024 6:00:00 PM","Meter #80354166g","0.00"
"3/8/2024 7:00:00 PM","Meter #80354166","1.28"
"3/8/2024 7:00:00 PM","Meter #80354166g","0.00"
"3/8/2024 8:00:00 PM","Meter #80354166","1.08"
"3/8/2024 8:00:00 PM","Meter #80354166g","0.00"
"3/8/2024 9:00:00 PM","Meter #80354166","0.79"
"3/8/2024 9:00:00 PM","Meter #80354166g","0.00"
"3/8/2024 10:00:00 PM","Meter #80354166","0.49"
"3/8/2024 10:00:00 PM","Meter #80354166g","0.00"
"3/8/2024 11:00:00 PM","Meter #80354166","0.41"
"3/8/2024 11:00:00 PM","Meter #80354166g","0.00"
"3/9/2024 12:00:00 AM","Meter #80354166","0.53"
"3/9/2024 12:00:00 AM","Meter #80354166g","0.00"
"3/9/2024 1:00:00 AM","Meter #80354166","0.40"
"3/9/2024 1:00:00 AM","Meter #80354166g","0.00"
"3/9/2024 2:00:00 AM","Meter #80354166","0.44"
"3/9/2024 2:00:00 AM","Meter #80354166g","0.00"
"3/9/2024 3:00:00 AM","Meter #80354166","0.41"
"3/9/2024 3:00:00 AM","Meter #80354166g","0.00"
"3/9/2024 4:00:00 AM","Meter #80354166","0.41"
"3/9/2024 4:00:00 AM","Meter #80354166g","0.00"
"3/9/2024 5:00:00 AM","Meter #80354166","0.47"
"3/9/2024 5:00:00 AM","Meter #80354166g","0.00"
"3/9/2024 6:00:00 AM","Meter #80354166","0.28"
"3/9/2024 6:00:00 AM","Meter #80354166g","0.00"
"3/9/2024 7:00:00 AM","Meter #80354166","0.62"
"3/9/2024 7:00:00 AM","Meter #80354166g","0.00"
"3/9/2024 8:00:00 AM","Meter #80354166","1.04"
"3/9/2024 8:00:00 AM","Meter #80354166g","-0.00"
"3/9/2024 9:00:00 AM","Meter #80354166","0.17"
"3/9/2024 9:00:00 AM","Meter #80354166g","-0.20"
"3/9/2024 10:00:00 AM","Meter #80354166","0.00"
"3/9/2024 10:00:00 AM","Meter #80354166g","-0.52"
"3/9/2024 11:00:00 AM","Meter #80354166","0.05"
"3/9/2024 11:00:00 AM","Meter #80354166g","-0.31"
"3/9/2024 12:00:00 PM","Meter #80354166","0.14"
"3/9/2024 12:00:00 PM","Meter #80354166g","-0.22"
"3/9/2024 1:00:00 PM","Meter #80354166","0.34"
"3/9/2024 1:00:00 PM","Meter #80354166g","-0.06"
"3/9/2024 2:00:00 PM","Meter #80354166","0.49"
"3/9/2024 2:00:00 PM","Meter #80354166g","-0.00"
"3/9/2024 3:00:00 PM","Meter #80354166","0.44"
"3/9/2024 3:00:00 PM","Meter #80354166g","0.00"
"3/9/2024 4:00:00 PM","Meter #80354166","0.29"
"3/9/2024 4:00:00 PM","Meter #80354166g","0.00"
"3/9/2024 5:00:00 PM","Meter #80354166","0.25"
"3/9/2024 5:00:00 PM","Meter #80354166g","0.00"
"3/9/2024 6:00:00 PM","Meter #80354166","0.22"
"3/9/2024 6:00:00 PM","Meter #80354166g","0.00"
"3/9/2024 7:00:00 PM","Meter #80354166","0.41"
"3/9/2024 7:00:00 PM","Meter #80354166g","0.00"
"3/9/2024 8:00:00 PM","Meter #80354166","0.58"
"3/9/2024 8:00:00 PM","Meter #80354166g","0.00"
"3/9/2024 9:00:00 PM","Meter #80354166","0.30"
"3/9/2024 9:00:00 PM","Meter #80354166g","0.00"
"3/9/2024 10:00:00 PM","Meter #80354166","0.23"
"3/9/2024 10:00:00 PM","Meter #80354166g","0.00"
"3/9/2024 11:00:00 PM","Meter #80354166","0.29"
"3/9/2024 11:00:00 PM","Meter #80354166g","0.00"
"3/10/2024 12:00:00 AM","Meter #80354166","0.30"
"3/10/2024 12:00:00 AM","Meter #80354166g","0.00"
"3/10/2024 1:00:00 AM","Meter #80354166","0.29"
"3/10/2024 1:00:00 AM","Meter #80354166g","0.00"
"3/10/2024 2:00:00 AM","Meter #80354166","0.10"
"3/10/2024 2:00:00 AM","Meter #80354166g","0.00"
"3/10/2024 3:00:00 AM","Meter #80354166","0.33"
"3/10/2024 3:00:00 AM","Meter #80354166g","0.00"
"3/10/2024 4:00:00 AM","Meter #80354166","0.22"
"3/10/2024 4:00:00 AM","Meter #80354166g","0.00"
"3/10/2024 5:00:00 AM","Meter #80354166","0.23"
"3/10/2024 5:00:00 AM","Meter #80354166g","0.00"
"3/10/2024 6:00:00 AM","Meter #80354166","0.26"
"3/10/2024 6:00:00 AM","Meter #80354166g","0.00"
"3/10/2024 7:00:00 AM","Meter #80354166","1.30"
"3/10/2024 7:00:00 AM","Meter #80354166g","0.00"
"3/10/2024 8:00:00 AM","Meter #80354166","0.63"
"3/10/2024 8:00:00 AM","Meter #80354166g","-0.14"
"3/10/2024 9:00:00 AM","Meter #80354166","0.00"
"3/10/2024 9:00:00 AM","Meter #80354166g","-0.36"
"3/10/2024 10:00:00 AM","Meter #80354166","0.00"
"3/10/2024 10:00:00 AM","Meter #80354166g","-1.20"
"3/10/2024 11:00:00 AM","Meter #80354166","0.00"
"3/10/2024 11:00:00 AM","Meter #80354166g","-2.83"
"3/10/2024 12:00:00 PM","Meter #80354166","0.00"
"3/10/2024 12:00:00 PM","Meter #80354166g","-3.70"
"3/10/2024 1:00:00 PM","Meter #80354166","0.00"
"3/10/2024 1:00:00 PM","Meter #80354166g","-1.53"
"3/10/2024 2:00:00 PM","Meter #80354166","0.35"
"3/10/2024 2:00:00 PM","Meter #80354166g","-0.18"
"3/10/2024 3:00:00 PM","Meter #80354166","0.02"
"3/10/2024 3:00:00 PM","Meter #80354166g","-0.37"
"3/10/2024 4:00:00 PM","Meter #80354166","0.04"
"3/10/2024 4:00:00 PM","Meter #80354166g","-0.11"
"3/10/2024 5:00:00 PM","Meter #80354166","0.22"
"3/10/2024 5:00:00 PM","Meter #80354166g","0.00"
"3/10/2024 6:00:00 PM","Meter #80354166","0.37"
"3/10/2024 6:00:00 PM","Meter #80354166g","0.00"
"3/10/2024 7:00:00 PM","Meter #80354166","0.38"
"3/10/2024 7:00:00 PM","Meter #80354166g","0.00"
"3/10/2024 8:00:00 PM","Meter #80354166","0.25"
"3/10/2024 8:00:00 PM","Meter #80354166g","0.00"
"3/10/2024 9:00:00 PM","Meter #80354166","0.28"
"3/10/2024 9:00:00 PM","Meter #80354166g","0.00"
"3/10/2024 10:00:00 PM","Meter #80354166","0.40"
"3/10/2024 10:00:00 PM","Meter #80354166g","0.00"
"3/10/2024 11:00:00 PM","Meter #80354166","0.42"
"3/10/2024 11:00:00 PM","Meter #80354166g","0.00"
"3/11/2024 12:00:00 AM","Meter #80354166","0.35"
"3/11/2024 12:00:00 AM","Meter #80354166g","0.00"
"3/11/2024 1:00:00 AM","Meter #80354166","0.22"
"3/11/2024 1:00:00 AM","Meter #80354166g","0.00"
"3/11/2024 2:00:00 AM","Meter #80354166","0.38"
"3/11/2024 2:00:00 AM","Meter #80354166g","0.00"
"3/11/2024 3:00:00 AM","Meter #80354166","0.42"
"3/11/2024 3:00:00 AM","Meter #80354166g","0.00"
"3/11/2024 4:00:00 AM","Meter #80354166","0.41"
"3/11/2024 4:00:00 AM","Meter #80354166g","0.00"
"3/11/2024 5:00:00 AM","Meter #80354166","0.41"
"3/11/2024 5:00:00 AM","Meter #80354166g","0.00"
"3/11/2024 6:00:00 AM","Meter #80354166","0.38"
"3/11/2024 6:00:00 AM","Meter #80354166g","0.00"
"3/11/2024 7:00:00 AM","Meter #80354166","0.20"
"3/11/2024 7:00:00 AM","Meter #80354166g","0.00"
"3/11/2024 8:00:00 AM","Meter #80354166","0.03"
"3/11/2024 8:00:00 AM","Meter #80354166g","-0.10"
"3/11/2024 9:00:00 AM","Meter #80354166","0.00"
"3/11/2024 9:00:00 AM","Meter #80354166g","-0.49"
"3/11/2024 10:00:00 AM","Meter #80354166","0.00"
"3/11/2024 10:00:00 AM","Meter #80354166g","-1.13"
"3/11/2024 11:00:00 AM","Meter #80354166","0.00"
"3/11/2024 11:00:00 AM","Meter #80354166g","-1.70"
"3/11/2024 12:00:00 PM","Meter #80354166","0.00"
"3/11/2024 12:00:00 PM","Meter #80354166g","-3.29"
"3/11/2024 1:00:00 PM","Meter #80354166","0.00"
"3/11/2024 1:00:00 PM","Meter #80354166g","-3.06"
"3/11/2024 2:00:00 PM","Meter #80354166","0.00"
"3/11/2024 2:00:00 PM","Meter #80354166g","-1.82"
"3/11/2024 3:00:00 PM","Meter #80354166","0.00"
"3/11/2024 3:00:00 PM","Meter #80354166g","-0.80"
"3/11/2024 4:00:00 PM","Meter #80354166","0.01"
"3/11/2024 4:00:00 PM","Meter #80354166g","-0.26"
"3/11/2024 5:00:00 PM","Meter #80354166","0.08"
"3/11/2024 5:00:00 PM","Meter #80354166g","-0.02"
"3/11/2024 6:00:00 PM","Meter #80354166","0.23"
"3/11/2024 6:00:00 PM","Meter #80354166g","0.00"
"3/11/2024 7:00:00 PM","Meter #80354166","0.27"
"3/11/2024 7:00:00 PM","Meter #80354166g","0.00"
"3/11/2024 8:00:00 PM","Meter #80354166","0.35"
"3/11/2024 8:00:00 PM","Meter #80354166g","0.00"
"3/11/2024 9:00:00 PM","Meter #80354166","0.39"
"3/11/2024 9:00:00 PM","Meter #80354166g","0.00"
"3/11/2024 10:00:00 PM","Meter #80354166","0.31"
"3/11/2024 10:00:00 PM","Meter #80354166g","0.00"
"3/11/2024 11:00:00 PM","Meter #80354166","0.23"
"3/11/2024 11:00:00 PM","Meter #80354166g","0.00"
"3/12/2024 12:00:00 AM","Meter #80354166","0.32"
"3/12/2024 12:00:00 AM","Meter #80354166g","0.00"
"3/12/2024 1:00:00 AM","Meter #80354166","0.43"
"3/12/2024 1:00:00 AM","Meter #80354166g","0.00"
"3/12/2024 2:00:00 AM","Meter #80354166","0.37"
"3/12/2024 2:00:00 AM","Meter #80354166g","0.00"
"3/12/2024 3:00:00 AM","Meter #80354166","0.23"
"3/12/2024 3:00:00 AM","Meter #80354166g","0.00"
"3/12/2024 4:00:00 AM","Meter #80354166","0.23"
"3/12/2024 4:00:00 AM","Meter #80354166g","0.00"
"3/12/2024 5:00:00 AM","Meter #80354166","0.44"
"3/12/2024 5:00:00 AM","Meter #80354166g","0.00"
"3/12/2024 6:00:00 AM","Meter #80354166","0.40"
"3/12/2024 6:00:00 AM","Meter #80354166g","0.00"
"3/12/2024 7:00:00 AM","Meter #80354166","0.33"
"3/12/2024 7:00:00 AM","Meter #80354166g","0.00"
"3/12/2024 8:00:00 AM","Meter #80354166","0.06"
"3/12/2024 8:00:00 AM","Meter #80354166g","-0.06"
"3/12/2024 9:00:00 AM","Meter #80354166","0.00"
"3/12/2024 9:00:00 AM","Meter #80354166g","-0.28"
"3/12/2024 10:00:00 AM","Meter #80354166","0.00"
"3/12/2024 10:00:00 AM","Meter #80354166g","-1.49"
"3/12/2024 11:00:00 AM","Meter #80354166","0.00"
"3/12/2024 11:00:00 AM","Meter #80354166g","-3.60"
"3/12/2024 12:00:00 PM","Meter #80354166","0.00"
"3/12/2024 12:00:00 PM","Meter #80354166g","-3.46"
"3/12/2024 1:00:00 PM","Meter #80354166","0.00"
"3/12/2024 1:00:00 PM","Meter #80354166g","-3.02"
"3/12/2024 2:00:00 PM","Meter #80354166","0.00"
"3/12/2024 2:00:00 PM","Meter #80354166g","-1.84"
"3/12/2024 3:00:00 PM","Meter #80354166","0.00"
"3/12/2024 3:00:00 PM","Meter #80354166g","-0.86"
"3/12/2024 4:00:00 PM","Meter #80354166","0.03"
"3/12/2024 4:00:00 PM","Meter #80354166g","-0.27"
"3/12/2024 5:00:00 PM","Meter #80354166","0.11"
"3/12/2024 5:00:00 PM","Meter #80354166g","-0.00"
"3/12/2024 6:00:00 PM","Meter #80354166","0.23"
"3/12/2024 6:00:00 PM","Meter #80354166g","0.00"
"3/12/2024 7:00:00 PM","Meter #80354166","0.24"
"3/12/2024 7:00:00 PM","Meter #80354166g","0.00"
"3/12/2024 8:00:00 PM","Meter #80354166","0.24"
"3/12/2024 8:00:00 PM","Meter #80354166g","0.00"
"3/12/2024 9:00:00 PM","Meter #80354166","0.27"
"3/12/2024 9:00:00 PM","Meter #80354166g","0.00"
"3/12/2024 10:00:00 PM","Meter #80354166","0.22"
"3/12/2024 10:00:00 PM","Meter #80354166g","0.00"
"3/12/2024 11:00:00 PM","Meter #80354166","0.37"
"3/12/2024 11:00:00 PM","Meter #80354166g","0.00"
